S_ID,Flow_Coef_1,Flow_Coef_2,Flow_Coef_3,Flow_Coef_4,Flow_Coef_5,DISTRICT_ID
312133,2148.111042,-34.327718,91.079988,41.500694,-17.086923,3
312133,2404.140924,43.189077,-70.868573,42.340286,30.598111,3
312133,2362.617878,-143.066409,169.66011,9.438507,-44.880028,3
312133,2582.45413,19.242375,-5.277625,28.022708,31.368388,3
312133,2066.495613,-22.206945,131.498314,6.337054,-34.406675,3
312133,2380.176641,56.553115,-36.521425,17.867419,13.788627,3
312133,2378.332986,-109.321078,142.603495,18.49782,36.254579,3
312133,2509.121899,72.242502,-29.994839,48.518604,2.614998,3
312133,2300.275838,-156.945474,204.30698,20.982622,-13.674439,3
312133,2614.028191,-110.815419,-145.486788,118.69489,-263.066705,3
312133,2288.190066,-130.407767,225.041181,-7.479134,-70.899692,3
312133,2500.951885,26.214359,2.852468,48.054021,32.954485,3
312133,2280.373914,-94.156463,242.082426,-40.806871,-95.985787,3
312133,2693.620941,-15.493475,0.755344,54.431038,-38.157894,3
312133,2221.0198,-144.402865,234.07979,-9.134327,-31.443454,3
312133,2634.341199,9.18581,-30.070255,53.44921,2.274203,3
312133,2254.40814,-167.084249,184.043653,36.663851,-41.180266,3
312133,2540.773002,33.325962,-55.468159,65.744534,25.547148,3
312133,2207.940656,-166.874361,206.686231,20.415567,-38.48262,3
312133,2100.780844,-119.033839,208.922017,18.283939,-12.69557,3
312133,2380.449381,21.886256,-53.206944,58.510161,10.044875,3
312133,2124.533296,-136.519493,207.021296,1.158312,-84.742648,3
312133,2288.983119,75.990444,-89.544917,119.963718,37.427586,3
312133,1919.147121,-121.836738,167.662078,39.739288,-26.993993,3
312133,2138.998717,62.992084,-64.738637,97.618576,33.071258,3
312133,1981.315217,-166.9434,163.160193,31.105131,-54.682951,3
312133,2230.465576,23.967859,-104.014678,113.043456,7.237223,3
312133,1955.40398,-49.199436,130.316206,39.825224,-22.999328,3
312133,1867.469551,75.532365,-371.807233,347.937533,-81.219213,3
312133,1952.390417,-160.648211,217.110985,21.400694,-67.09768,3
312133,2213.002771,2.961344,-101.120671,133.113623,-60.621825,3
312133,2046.870767,-118.063757,154.367084,58.344965,21.672192,3
312133,2188.603109,82.234702,-86.108416,113.299201,51.793994,3
312133,2305.072955,-206.916111,188.699072,11.546452,-44.12076,3
312133,2385.851916,30.416962,-67.700201,93.674519,-0.965821,3
312133,2048.713164,-160.440668,189.15743,23.45908,-74.295872,3
312133,2032.278559,31.808037,-171.041453,200.604338,-106.155013,3
312133,2044.696796,-201.696542,146.271362,23.798526,-71.145199,3
312133,2300.458208,-43.932738,-26.954349,96.493454,-57.495433,3
312133,1872.983654,-184.201561,252.195005,-72.176643,-156.594284,3
312133,2398.315497,-68.065041,-29.547804,96.295901,-117.711847,3
312133,2036.005825,-144.733626,129.713109,29.704576,-28.620131,3
312133,2291.915508,0.18041,-34.156048,72.919163,-56.259278,3
312133,2028.280264,-176.802006,161.70676,19.987793,-89.566847,3
312133,2209.249289,13.923201,-36.099234,66.443797,-22.678445,3
312133,1883.925651,-109.910791,147.747064,24.298988,-30.463505,3
312133,2080.977024,18.754406,-72.705458,92.340848,-75.915691,3
312133,1860.261926,-126.602282,143.583095,16.869714,-89.476312,3
312133,1965.578742,39.092254,-135.556612,160.47299,-113.663765,3
312133,1923.220519,-170.211313,196.153531,-6.133679,-128.989954,3
312133,1923.220519,-170.211313,196.153531,-6.133679,-128.989954,3
312133,1923.220519,-170.211313,196.153531,-6.133679,-128.989954,3
312133,2184.317611,-58.536461,-54.545022,98.966383,-35.036078,3
312133,2552.012449,-220.825311,-9.825706,80.545796,-101.607665,3
312133,2224.510591,28.32477,-153.920656,130.947578,-29.183721,3
312133,2007.788196,-166.814774,189.763029,18.030584,-86.052835,3
312133,2178.264637,9.875686,-43.678973,62.142371,-73.1305,3
312133,2025.585478,-187.292843,168.139795,4.795127,-112.590122,3
312133,2229.150948,-23.702949,-57.363074,85.836224,-114.103613,3
312133,1911.759623,-153.413524,179.80404,26.857472,-89.62766,3
312133,1911.759623,-153.413524,179.80404,26.857472,-89.62766,3
312133,2088.462085,50.41689,-82.456798,94.390374,3.100315,3
312133,2088.462085,50.41689,-82.456798,94.390374,3.100315,3
312133,1894.752787,-101.894325,171.517147,-28.642273,-96.925813,3
312133,2095.296849,-14.265699,-88.032247,107.982122,-32.753091,3
312133,1854.765195,-92.233632,150.082491,20.29645,-86.84959,3
312133,2089.452005,-0.781531,-54.68279,75.339377,-33.644982,3
312133,2006.877669,-208.953422,86.096731,63.925899,-141.621937,3
312133,2006.877669,-208.953422,86.096731,63.925899,-141.621937,3
312133,2122.392461,7.161345,-76.734829,94.583398,-54.201789,3
312133,1940.571916,-130.776522,215.640827,-13.645932,-106.297227,3
312133,2200.405464,38.042306,-28.601209,43.121644,-36.438835,3
312133,2009.193548,-152.769771,197.669955,-10.111949,-96.49977,3
312133,2009.193548,-152.769771,197.669955,-10.111949,-96.49977,3
312133,2009.193548,-152.769771,197.669955,-10.111949,-96.49977,3
312133,2197.545423,23.033515,-46.677786,77.160313,-64.122486,3
312133,1776.310446,-114.817136,322.710248,-135.262641,-230.972657,3
312133,2244.332999,-17.014973,5.752286,72.414363,-176.252563,3
312133,2040.552966,-159.941199,228.118355,-20.995011,-61.992647,3
312133,2350.955241,-17.57691,-15.713439,84.599317,14.51451,3
312133,2350.955241,-17.57691,-15.713439,84.599317,14.51451,3
312133,2071.965973,-164.446079,153.853472,17.46936,-52.383629,3
312133,2214.51232,-2.341599,-79.633976,102.228885,-9.638914,3
312133,2090.173294,-189.340841,192.169221,-5.708373,-81.742906,3
312133,2298.685957,-3.763379,-36.436919,82.904847,-51.386637,3
312133,1494.160171,-574.903723,-133.641265,-230.703026,65.914737,3
312133,1611.618932,-461.324322,-216.266554,-214.284468,26.705694,3
312133,1476.33128,-576.864924,-114.471413,-205.827917,27.694179,3
312133,1619.000473,-460.273391,-184.172426,-210.373882,17.552688,3
312133,1484.105422,-573.940581,-114.070536,-219.433843,57.153258,3
312133,1615.909656,-435.547314,-199.419481,-209.84152,47.291493,3
312133,1474.76918,-596.630347,-113.138827,-197.269187,39.186846,3
312133,1644.357901,-449.847907,-220.81998,-209.161314,17.941886,3
312133,1998.852177,-511.403661,-185.90785,-163.988001,15.540728,3
312133,1914.808573,-513.817654,-83.079425,-179.298292,41.344891,3
312133,2018.079734,-396.904586,-145.996124,-181.876623,58.143131,3
312133,1894.810778,-510.731755,-81.869975,-168.995126,46.677284,3
312133,2017.133738,-390.26571,-160.319371,-173.232901,50.727604,3
312133,1897.631698,-507.885877,-78.96407,-187.229542,21.670072,3
312133,2102.894681,-406.594387,-137.081656,-203.974453,-0.522692,3
312133,1820.675551,-410.467295,-175.259192,-123.272114,11.924872,3
312133,1874.707092,-348.262646,-170.343839,-206.348177,44.214995,3
312133,1906.114789,-515.429467,-35.205559,-184.122587,76.43272,3
312133,2076.582473,-374.557694,-121.670108,-218.109842,54.163171,3
312133,2039.535279,-429.738052,-110.167764,-196.270892,17.223309,3
312133,2039.535279,-429.738052,-110.167764,-196.270892,17.223309,3
312133,2039.535279,-429.738052,-110.167764,-196.270892,17.223309,3
312133,2039.535279,-429.738052,-110.167764,-196.270892,17.223309,3
312133,2131.846897,-338.565469,-171.202809,-194.608652,52.591792,3
312133,2000.380892,-49.712974,173.576434,-4.493409,-4.532025,3
312133,2317.323982,55.896548,40.244089,-25.896398,-33.319581,3
312133,1813.902936,285.602078,115.036704,-28.467839,-37.471334,3
312133,2037.962239,198.750686,46.276145,8.526412,-78.464528,3
312134,2522.481903,-60.045679,30.330027,46.745201,5.977052,3
312134,2729.658845,0.041492,-133.90667,63.29979,43.011259,3
312134,2772.398768,-150.258672,76.682478,8.919214,-22.925194,3
312134,2919.726837,-14.955321,-88.987506,59.843798,54.687247,3
312134,2474.683741,-47.389411,61.906866,17.324513,-21.307721,3
312134,2719.664141,16.453501,-104.296845,45.566274,30.272264,3
312134,2773.519304,-112.693768,59.051812,20.477365,49.27506,3
312134,2861.381409,27.296989,-119.389413,76.720151,27.959816,3
312134,2725.759811,-156.295339,121.277363,14.137092,-21.026219,3
312134,2976.647126,-139.268245,-167.381186,117.062024,-170.371925,3
312134,2698.908103,-141.430203,136.290733,-0.595963,-58.642722,3
312134,2844.781303,-13.209292,-79.356515,67.683263,61.973794,3
312134,2694.171181,-118.953028,146.029429,-29.773682,-96.635688,3
312134,2989.499496,-41.218878,-55.543389,62.253902,-7.189833,3
312134,2637.268703,-152.682119,143.06356,-3.756431,2.905347,3
312134,2938.166525,-15.770764,-88.031656,64.845412,59.526938,3
312134,2687.195303,-166.155471,82.099699,36.456799,-7.608035,3
312134,2860.023386,0.683054,-116.612895,78.505725,35.829529,3
312134,2632.365494,-187.042612,129.807941,20.596855,-51.844011,3
312134,2538.458036,-145.013821,118.995831,20.428787,-21.780425,3
312134,2745.926131,-15.514553,-121.585516,88.901038,5.740029,3
312134,2545.490261,-154.847227,117.404736,6.464241,-67.813712,3
312134,2645.036132,31.265388,-174.227914,146.965185,68.884594,3
312134,2342.532046,-130.009443,83.295872,43.557463,-19.357569,3
312134,2507.227707,22.817312,-156.388106,131.379219,67.393577,3
312134,2399.375588,-170.103852,72.400548,44.592557,-21.062855,3
312134,2590.680138,-10.576126,-176.68723,138.172968,26.351816,3
312134,2384.017906,-77.217423,44.797158,46.700927,-17.595698,3
312134,2266.347802,27.990804,-419.550125,354.011324,-34.389079,3
312134,2420.675133,-159.832327,112.895036,39.591936,-45.222138,3
312134,2607.185938,-31.858216,-185.828299,153.021206,-37.755845,3
312134,2480.763007,-118.118434,51.352194,66.835663,48.59575,3
312134,2530.931482,54.294422,-178.220179,144.937849,114.457276,3
312134,2711.791291,-186.755037,104.2262,6.349876,-40.160371,3
312134,2739.834535,-1.683616,-139.759722,107.984024,27.510004,3
312134,2503.660029,-171.313193,91.647198,31.796788,-61.017829,3
312134,2424.314702,-19.925174,-258.041123,237.324087,-49.422057,3
312134,2489.036548,-194.918348,48.071137,16.424477,-42.625656,3
312134,2668.809924,-72.408583,-112.678416,119.129874,-33.821986,3
312134,2266.074793,-174.01513,162.850398,-65.855052,-126.742853,3
312134,2730.80273,-89.88483,-92.334695,110.740875,-73.525318,3
312134,2476.525587,-157.943115,48.002292,29.55602,-27.219618,3
312134,2652.560117,-30.340667,-114.522054,101.495954,-1.326114,3
312134,2468.41295,-180.363092,73.541094,31.804291,-59.407943,3
312134,2593.542108,-19.53817,-116.028709,87.132776,18.733848,3
312134,2305.517049,-107.934159,62.995065,18.485477,-21.04735,3
312134,2444.822052,-14.452385,-149.617355,114.965718,-17.573204,3
312134,2286.753035,-125.766072,63.870649,14.085434,-65.605069,3
312134,2338.144333,8.780634,-213.218216,179.624812,-62.478347,3
312134,2354.304086,-157.740572,106.095633,-3.574354,-110.83487,3
312134,2536.433413,-75.657196,-134.219904,130.693426,11.659734,3
312134,2875.749706,-184.779994,0.888712,19.487557,-95.822137,3
312134,2540.24221,-7.303139,-212.745923,169.614139,1.813174,3
312134,2419.405324,-183.948949,102.732628,29.720416,-68.755829,3
312134,2534.301141,-8.768613,-117.550648,77.649294,-38.434069,3
312134,2424.335625,-184.621706,96.272391,0.452931,-91.988536,3
312134,2561.012501,-42.310699,-127.16824,108.615375,-74.348894,3
312134,2332.165101,-151.494607,82.535466,27.39412,-78.545471,3
312134,2332.165101,-151.494607,82.535466,27.39412,-78.545471,3
312134,2427.512115,25.844353,-153.058696,107.492191,34.892007,3
312134,2299.129949,-110.579879,79.487224,-19.25208,-82.438397,3
312134,2437.194277,-39.49036,-155.849284,122.673108,-1.133674,3
312134,2285.554843,-113.310532,56.436431,28.959624,-67.814182,3
312134,2446.561703,4.769397,-146.753909,105.485861,-33.006611,3
312134,2355.427063,-228.284673,36.852738,57.674151,43.450274,3
312134,2464.986597,-12.957698,-146.974755,111.047162,-22.513159,3
312134,2368.909294,-124.785908,114.20133,-8.9716,-79.258341,3
312134,2544.504267,25.955348,-113.242689,67.724046,15.606054,3
312134,2415.323624,-151.953774,113.695712,-12.23066,-90.674278,3
312134,2415.323624,-151.953774,113.695712,-12.23066,-90.674278,3
312134,2555.429148,-12.154738,-120.477752,98.335615,-19.421051,3
312134,2135.931257,-107.692666,245.10414,-134.778722,-198.602854,3
312134,2601.968447,-45.266665,-61.341481,83.841013,-140.333436,3
312134,2475.444763,-171.024628,126.903389,-11.661924,-45.097245,3
312134,2686.286405,-41.540757,-95.704207,101.057383,45.93052,3
312134,2494.253418,-165.55322,61.243848,14.70165,-45.58656,3
312134,2572.871724,-29.49506,-168.329955,133.833021,25.096284,3
312134,2512.337771,-189.264398,102.521195,5.093853,-49.426161,3
312134,2644.268113,-18.275304,-134.434398,105.971776,-3.085252,3
312134,2135.68884,-427.139087,-51.756919,-133.710619,14.864992,3
312134,2214.289435,-315.561158,-181.185229,-102.797908,17.816006,3
312134,2139.778023,-435.881665,-46.553119,-125.908943,-13.15117,3
312134,2617.555003,-9.570891,-123.55786,102.491474,35.635483,3
312134,2561.851569,-134.656604,87.501532,-3.062357,-6.964316,3
312134,2587.985887,43.231644,-151.242104,116.216124,95.778316,3
312134,2522.591742,-184.207549,124.379899,1.382113,-44.494302,3
312134,2574.726561,20.531572,-158.579601,99.180826,68.582393,3
312134,2806.088315,-142.842851,29.400962,-5.19348,-3.045688,3
312134,2667.117459,-164.715657,102.961509,12.532812,-27.774732,3
312134,2724.278967,20.041069,-106.768821,91.136364,96.161334,3
312134,2667.656065,-154.376175,125.501536,4.738237,15.163638,3
312134,2743.418542,-20.586901,-85.813231,94.743032,66.664899,3
312134,2577.539869,-133.134898,118.169233,-0.799269,-22.207413,3
312134,2843.45632,-14.467351,-65.41467,50.795399,29.315921,3
312134,2280.455556,85.98148,-51.408482,103.250629,15.987356,3
312134,2281.973419,111.628191,-91.71652,38.76633,48.292665,3
312134,2789.923725,-157.498485,93.328806,7.201242,7.94044,3
312134,2952.846184,-35.208454,-62.093274,27.219292,64.944388,3
312134,2901.518742,-131.743946,67.180296,-7.368944,-9.700516,3
312134,3057.484263,-33.404053,-99.244756,67.01336,17.854327,3
312134,2416.22274,-47.114387,82.327435,-9.388419,0.695744,3
312134,2690.373657,23.308,-38.420233,16.337693,-16.854605,3
312134,2136.952108,253.857078,75.616795,-27.32362,-12.956359,3
312134,2340.659084,174.12804,-12.833816,16.800453,-31.228119,3
313151,1536.859997,46.43454,128.27104,40.558048,-14.64186,3
313151,1862.625647,143.266283,-11.197172,7.001345,18.293086,3
313151,1608.396068,-202.910387,139.862259,144.147393,-24.22895,3
313151,1660.581636,-219.319018,-75.403547,-170.100995,20.98744,3
313151,1404.694271,41.236691,170.073767,15.785798,-16.101557,3
313151,1763.598053,171.743026,8.956275,-4.138633,1.001134,3
313151,1693.226308,-51.803091,180.116713,45.545634,68.657175,3
313151,1911.749374,186.400623,19.361021,21.73264,24.456032,3
313151,1538.901226,-51.715792,292.337514,1.661837,9.859909,3
313151,2044.854923,-17.945636,-103.051551,82.004474,-352.302655,3
313151,1590.47256,-55.919492,290.618667,-4.485214,-78.492972,3
313151,1942.424868,121.998632,79.579105,-1.724066,30.786734,3
313151,1610.043609,-17.919381,309.581307,-42.591665,-100.24127,3
313151,2157.388475,65.731758,40.414558,42.802034,-41.284311,3
313151,1507.323638,-94.874307,280.021495,10.965324,-29.598065,3
313151,2117.987746,88.822355,-2.081767,21.718201,17.886789,3
313151,1529.427771,-137.619407,213.442642,67.963265,-45.404836,3
313151,2011.266417,123.220911,-8.637969,16.019903,0.230769,3
313151,1450.667013,-98.029427,259.031401,40.529004,-58.159438,3
313151,1383.255232,-67.10293,262.821405,28.111597,-4.08531,3
313151,1817.282205,109.386132,10.727268,10.794973,-13.448796,3
313151,1412.923962,-88.508585,275.062645,8.814857,-80.470165,3
313151,1694.135661,172.020574,-61.455191,91.243063,37.097994,3
313151,1151.736938,-73.617156,198.162413,68.888314,-51.622894,3
313151,1503.124723,166.02415,-14.448793,69.153491,-15.2596,3
313151,1276.740095,-132.936179,232.055306,34.208274,-76.832095,3
313151,1611.78687,103.868754,-50.211726,93.2501,-21.974771,3
313151,1282.974001,11.923395,153.391883,46.476692,-32.702626,3
313151,1261.5897,160.870204,-337.737943,344.351189,-113.506105,3
313151,1245.486565,-112.882574,303.762811,25.294355,-85.839287,3
313151,1618.19746,68.856246,-33.447672,98.929872,-108.583689,3
313151,1328.219832,-76.348536,247.981535,49.629529,13.243338,3
313151,1576.227829,184.064914,-9.556117,77.251348,14.646301,3
313151,1633.647523,-166.648194,264.423321,13.475248,-38.788083,3
313151,1825.12631,120.289071,-15.548145,65.487248,-13.840016,3
313151,1299.033721,-106.229388,268.878297,18.401414,-78.04266,3
313151,1391.172933,114.240634,-119.270925,182.052932,-161.359989,3
313151,1319.137582,-181.90114,208.980822,36.146693,-84.302061,3
313151,1707.928314,16.900783,38.23029,63.258887,-104.147704,3
313151,1182.378476,-140.568834,324.902693,-80.087308,-182.788788,3
313151,1818.777832,-0.459319,-5.182838,94.59023,-139.577472,3
313151,1329.370225,-99.180257,197.576062,31.323813,-8.238797,3
313151,1678.39947,99.585032,15.287981,40.935232,-72.54961,3
313151,1331.76893,-148.857617,217.951265,31.126348,-68.3496,3
313151,1602.515367,95.872078,24.067254,44.198456,-53.974068,3
313151,1197.884972,-79.371304,209.370364,34.554662,-34.148937,3
313151,1504.313651,90.415842,-17.553067,67.774053,-103.141144,3
313151,1150.954046,-80.276781,204.733541,22.724541,-92.935878,3
313151,1358.344924,118.9233,-96.046919,152.863528,-165.37904,3
313151,1228.799714,-151.148306,246.864504,-43.654237,-171.953765,3
313151,1596.529409,-11.707477,-0.691272,75.487987,-65.286364,3
313151,2011.994939,-225.919724,-17.14928,118.385851,-84.420793,3
313151,1688.130067,104.081673,-134.273647,115.660805,-43.444935,3
313151,1317.86161,-120.44829,253.612308,28.366227,-107.826576,3
313151,1615.546305,83.628171,1.441354,36.631811,-103.583805,3
313151,1350.709826,-151.192174,232.499282,2.212158,-127.070044,3
313151,1668.898531,36.218513,-24.200737,62.422178,-136.917299,3
313151,1236.677161,-120.959645,241.827918,18.286506,-93.252812,3
313151,1534.04633,100.890535,-43.206291,84.133825,-30.64218,3
313151,1217.415284,-48.900046,225.875007,-23.88081,-103.873621,3
