S_ID,Flow_Coef_1,Flow_Coef_2,Flow_Coef_3,Flow_Coef_4,Flow_Coef_5,DISTRICT_ID
312133,1746.306434,151.222812,42.679857,62.969755,40.084776,3
312133,2139.104534,97.820335,-73.153245,43.551351,72.86975,3
312133,2130.002285,-84.936929,172.683177,5.624443,-3.716745,3
312133,2359.818299,69.41941,-3.143805,26.800856,12.840279,3
312133,2044.391925,-104.088784,276.803624,-45.88179,-63.267081,3
312133,2529.383871,-31.973291,-13.010692,36.189198,-19.245944,3
312133,889.557292,-372.835678,27.515079,-138.932926,50.354314,3
312133,2211.767589,-248.022674,-83.448154,-75.947799,-61.348415,3
312133,1953.727323,-328.775807,34.629918,-60.500243,32.792492,3
312133,2145.073247,-94.629226,-165.532605,-76.284891,12.896078,3
312133,1985.971844,-304.391703,47.076993,-95.873174,-16.281967,3
312133,2191.219832,-312.976709,-128.318683,-50.38855,-148.232544,3
312133,1879.930481,-63.236872,240.498736,-34.150815,-92.452248,3
312133,2270.406876,34.441144,9.534086,44.556048,-60.795155,3
312133,2270.406876,34.441144,9.534086,44.556048,-60.795155,3
312133,1243.964493,-307.667305,120.921366,-70.25961,-35.022437,3
312133,1602.381611,-224.046567,-60.893222,-38.077711,2.439465,3
312133,1320.105839,-321.019323,17.708657,-48.57005,-48.335565,3
312133,1521.438019,-215.470615,-84.929604,-42.000422,72.361495,3
312133,1350.253892,-431.238882,114.443062,-80.060658,-16.894136,3
312133,1532.41848,-225.300657,-36.354227,-75.811934,9.083999,3
312133,1941.185114,-136.237368,215.173401,34.743126,-22.950545,3
312133,1235.373068,-349.364104,-22.332837,-41.956867,-55.154019,3
312133,1468.690936,-129.466105,-135.777262,-17.659566,-19.558953,3
312133,1088.97335,-354.2847,-5.09026,-38.31732,-31.703002,3
312133,1890.763598,81.698277,-61.111271,77.039492,1.192134,3
312133,1803.203612,7.76168,112.094966,38.014663,-27.3971,3
312133,1808.888318,128.538533,-293.487044,243.470557,-45.975814,3
312133,1808.888318,128.538533,-293.487044,243.470557,-45.975814,3
312133,1808.888318,128.538533,-293.487044,243.470557,-45.975814,3
312133,1793.340832,-107.700533,191.504519,29.813311,11.3023,3
312133,2185.460646,8.366193,-10.609781,51.239222,-29.158068,3
312133,2185.460646,8.366193,-10.609781,51.239222,-29.158068,3
312133,2185.460646,8.366193,-10.609781,51.239222,-29.158068,3
312133,1864.818674,-150.217222,227.986262,23.170188,-53.863498,3
312133,1962.63254,61.623654,-80.250364,134.734164,58.037676,3
312133,1721.026422,-51.768992,136.491488,57.075323,51.239983,3
312133,1903.632538,99.562154,-76.186891,105.670422,28.430991,3
312133,1910.232398,-216.551484,221.930578,34.223092,-62.829916,3
312133,1999.583512,56.586943,-79.963362,113.936664,3.099942,3
312133,1824.188681,-94.543544,178.599838,10.188453,-15.673897,3
312133,1881.236001,75.738999,-159.303091,176.434963,-68.446335,3
312133,1850.869498,-122.122799,154.221112,32.741697,-56.185338,3
312133,2039.611592,37.274287,-9.881671,79.32367,-13.311753,3
312133,1832.054007,-119.688187,167.975096,33.97879,-18.851676,3
312133,1962.048572,57.755764,-84.764737,117.665419,-11.601079,3
312133,1691.396141,-145.621854,205.989066,-57.59303,-167.605745,3
312133,1691.396141,-145.621854,205.989066,-57.59303,-167.605745,3
312133,1578.359218,-335.500724,-118.146087,-47.289938,-65.811099,3
312133,1812.16578,-170.890448,143.603331,38.769065,-56.156687,3
312133,2008.956769,-6.244308,-41.955445,71.356028,-47.796066,3
312133,1726.08118,-129.019559,144.940732,30.098725,-78.04949,3
312133,1907.760608,2.58027,-79.483853,107.93407,-27.281636,3
312133,1621.92145,-122.493808,134.535164,32.053333,-149.895722,3
312133,1743.461769,4.227645,-192.196155,168.230023,-152.211753,3
312133,1771.391051,-206.034397,175.395723,35.234197,-53.980336,3
312133,1919.535059,-49.200854,-39.418312,85.543286,-53.606618,3
312133,1727.005785,-173.660425,183.860431,-32.081145,-127.885808,3
