S_ID,Flow_Coef_1,Flow_Coef_2,Flow_Coef_3,Flow_Coef_4,Flow_Coef_5,DISTRICT_ID
312133,1379.610148,-269.045635,-388.337182,-101.909946,119.390949,3
312133,1320.635791,-238.546674,-144.65846,-129.41384,162.558811,3
312133,2117.083124,-194.832511,50.84604,-23.35177,-32.990154,3
312133,2411.749589,-160.344261,-64.537743,15.501037,-9.973661,3
312133,1985.798042,-182.378135,156.401554,-53.216278,-36.438429,3
312133,2322.240423,-118.636668,-48.243828,9.510834,-8.214416,3
312133,2043.138359,-188.247233,76.702936,29.330347,16.510144,3
312133,2275.379348,-94.071838,-59.230554,0.286193,-2.777638,3
312133,2607.933957,-266.149697,-27.920396,-74.624747,-92.091861,3
312133,2738.445707,-186.17123,-171.771015,-10.948653,44.057817,3
312133,1976.91092,-184.462742,144.317045,-20.241687,-24.152316,3
312133,2328.337125,-195.768196,-172.922575,38.19871,-192.969446,3
312133,1954.296176,-174.828878,103.445279,-15.996384,-17.300159,3
312133,2167.892552,-60.249477,-68.721301,33.101951,9.676598,3
312133,1987.906852,-61.546847,84.987493,-47.673411,-80.395166,3
312133,2147.589397,-86.502962,-18.404275,1.294841,-30.226249,3
312133,2147.589397,-86.502962,-18.404275,1.294841,-30.226249,3
312133,1913.977262,-226.491284,102.14098,17.501132,74.740227,3
312133,2203.263758,-68.448591,-88.881711,53.213966,68.964212,3
312133,1845.738125,-253.968032,131.2505,-37.029762,-24.687702,3
312133,2186.380538,-125.918788,-125.172772,27.450244,15.067013,3
312133,1744.632288,-198.838636,120.561409,-8.722896,34.865832,3
312133,1811.397759,-432.339154,-254.386593,372.606973,-68.134122,3
312133,1359.652896,-250.817727,-256.822397,-108.794281,33.813744,3
312133,1716.127492,-169.859182,16.469227,6.704137,6.257762,3
312133,1914.11551,12.39104,27.060054,-80.182245,170.226809,3
312133,1860.288132,-215.166644,98.020487,-36.620519,-57.422408,3
312133,2034.18042,-73.460803,-98.538105,31.471166,18.341071,3
312133,1752.962045,-233.726055,126.735,-3.77375,-18.223712,3
312133,1986.589134,-117.878889,-73.08037,28.797662,-23.269803,3
312133,1629.054895,-207.896857,87.862389,22.87239,15.00005,3
312133,1879.245011,-106.613526,-89.078434,55.380418,36.827937,3
312133,1775.827019,-138.073173,39.614669,-11.860096,-38.504339,3
312133,1744.270143,-46.999337,-336.712181,215.873974,-88.033622,3
312133,2012.984266,-238.931319,95.764934,0.170378,-20.573872,3
312133,2128.933561,-85.611503,-98.619923,60.432395,15.603631,3
312133,2128.933561,-85.611503,-98.619923,60.432395,15.603631,3
312133,1536.430242,-428.751346,37.036527,-49.761263,33.811499,3
312133,1568.884902,-251.080401,-197.023896,5.186531,-45.82751,3
312133,1574.621717,-369.241821,24.875763,-85.357745,30.207518,3
312133,1776.923401,-258.237022,-117.391261,-38.962959,42.477848,3
312133,1826.031832,-272.25528,106.780142,-18.630453,-32.707448,3
312133,2202.115268,-118.754326,-73.724168,33.985259,-8.760809,3
312133,1751.168985,-193.403149,145.571697,-95.740558,-32.501881,3
312133,2096.256019,-158.289816,-76.197904,10.444277,-70.287875,3
312133,2118.629919,-235.564237,-10.056236,-18.368371,13.606917,3
312133,2193.06011,-140.138081,-84.37399,20.901068,37.277268,3
312133,1695.849984,-212.620335,71.921585,-4.498486,-32.194923,3
312133,1931.947988,-127.734858,-73.569021,15.732649,-29.290591,3
312133,1699.913626,-211.310164,66.3826,0.829238,-47.058437,3
312133,1869.171328,-88.066305,-154.47054,39.844797,-42.819585,3
312133,1769.148322,-252.262868,87.854768,-29.500746,-38.627629,3
312133,1962.573846,-128.559007,-81.509613,-9.897489,-15.961058,3
312133,1742.30165,-206.652298,180.534298,-119.527848,-138.693257,3
312133,2276.078509,-193.327025,-55.536699,-13.80205,-102.197337,3
312133,1944.830592,-222.950969,87.162091,-3.375272,-55.51988,3
312133,2159.991063,-114.965726,-57.895877,18.407048,-57.574839,3
312133,1901.341984,-166.729113,112.026453,-28.245834,-72.713038,3
312133,2147.699417,-56.959077,-57.90895,18.8276,-43.049992,3
312133,1647.931442,-111.938386,201.913199,-25.928009,-126.139407,3
312133,1891.256005,20.961394,-23.055727,57.170317,-94.297938,3
312133,1551.021278,-59.83619,190.453046,-6.099532,-91.823456,3
312133,1862.269447,14.067774,-79.024713,123.928873,-81.586137,3
312133,1670.973324,-95.751884,167.639409,-7.005199,-143.228939,3
312133,1839.449449,20.709406,-40.856119,74.023075,-65.765983,3
312133,1676.797527,-109.400828,181.289963,7.011913,-78.71515,3
312133,1901.091381,-21.495406,-90.083516,98.377635,-147.049517,3
