"-0.028132344870531067","-0.058244287558079755","-0.08956803408250189","-0.005811298437375734","-0.03614683763980586"
"-0.027591641439572545","-0.0567292609001967","-0.08855416945682898","-0.007462726872072755","-0.035659015257652985"
"-0.027354599852404224","-0.05539814896059675","-0.08816972232049447","-0.009366541255521423","-0.0350063375292759"
"-0.026538943771357026","-0.05399907044445842","-0.08814499691421701","-0.009932211729281354","-0.03625974869412646"
"-0.025498057666609154","-0.05265121453038194","-0.0873609207111369","-0.008915961455129517","-0.03801702949018804"
"-0.024452805054938426","-0.051148421036817764","-0.08588140241945957","-0.008051261935443033","-0.039185890496645656"
"-0.023521538927457265","-0.04932190513844312","-0.08403774427134912","-0.007963504432725366","-0.040458895496285174"
"-0.022887636437034745","-0.047436587951418266","-0.08251253359430688","-0.008682881717541405","-0.040790658546532535"
"-0.022407495349971815","-0.045837595217529954","-0.08132067483768943","-0.009721413915730481","-0.040947337905335605"
"-0.02165038974065253","-0.044205777469252826","-0.08008973346305949","-0.009930518733255064","-0.04107049108427315"
"-0.020825085397049567","-0.04271470622200125","-0.07850524912208987","-0.00908609265073568","-0.04135558648576512"
"-0.01998405369195511","-0.041260406507968674","-0.07683372666208442","-0.008592153557177122","-0.04173252531877101"
"-0.019331719059134764","-0.03981184569872715","-0.07536270407620005","-0.008184554692159694","-0.04186215735907912"
"-0.01885982527011937","-0.038478618908017556","-0.07426143748692167","-0.009064092534602353","-0.04230344127081906"
"-0.018634021528545926","-0.03731471638932645","-0.07381487895900765","-0.01022449097532495","-0.04276031009281468"
"-0.0182141708239285","-0.036307913285797105","-0.07355372621799451","-0.010734810502286302","-0.04296493826126262"
"-0.017683363631508988","-0.03510395362857204","-0.0725795387572558","-0.010437378836515097","-0.04368268009465489"
"-0.01721907163449972","-0.03393522418136732","-0.07168309637903075","-0.010110435557337932","-0.04481515652666239"
"-0.016810329057981886","-0.03297343021933234","-0.07064992590470548","-0.010310040660292586","-0.04534319933388623"
"-0.016695988580799487","-0.031983709362645205","-0.06976253175373223","-0.011323671630056818","-0.044540873072411856"
"-0.01667055766581784","-0.031297125793060245","-0.06930956273853521","-0.012335724253129137","-0.04474212602576119"
"-0.016481213507506243","-0.030992085513289115","-0.0690059261510654","-0.01293575599398075","-0.045155360673735184"
"-0.016317600138271254","-0.0308414960664356","-0.06878318166778319","-0.012823357262771014","-0.0463574833424806"
"-0.016288126086358146","-0.031099311646314673","-0.06969227779259332","-0.013100477212017994","-0.04744443576033462"
"-0.016433316923949223","-0.031451745762501045","-0.07141028577429953","-0.013778724884646128","-0.047317146427248914"
"-0.016583309647090178","-0.03131665120306506","-0.07356287914525068","-0.015246518553069636","-0.04751709776112975"
"-0.016749000937260984","-0.030511945219939718","-0.0752769287251296","-0.01687159914584637","-0.04694785273119196"
"-0.016514562265243914","-0.02930301168693516","-0.07571182854093697","-0.017172425142990205","-0.047384921447452745"
"-0.015970697885895533","-0.02765623018078979","-0.07402546226782285","-0.016837214100579326","-0.048033312540776314"
"-0.015377769943435734","-0.02572209912516294","-0.07169512111187434","-0.016091027274111255","-0.04902474040544379"
"-0.014841697401921832","-0.02351061708248873","-0.06934301063611834","-0.015506317529455393","-0.049162609941671855"
"-0.014518026793763317","-0.021070230856892972","-0.06712218163949943","-0.015212169438947069","-0.04876819861701584"
"-0.01416026049253997","-0.018979682830344492","-0.0651165591684445","-0.015197840050290099","-0.049180756404611885"
"-0.013648451854151056","-0.01727530162402316","-0.06338719786211315","-0.014198569042618294","-0.04909707640346056"
"-0.013014850016809116","-0.015909785219776016","-0.06128585691655084","-0.013338406226361014","-0.04982785380628048"
"-0.01241459189083437","-0.014617951357256933","-0.058810428184391444","-0.012415196370317795","-0.05066010956522258"
"-0.012030270706135496","-0.013277280586111228","-0.05693597815663304","-0.011785703032351118","-0.05127809481583839"
"-0.011787117515876563","-0.011515220833786465","-0.05558706602012653","-0.011906416082981182","-0.05228878572348521"
"-0.011757202778552293","-0.00961107615596921","-0.05501189100923742","-0.011896995599873948","-0.053884750127905716"
"-0.011698925711778585","-0.0076632361800948795","-0.05416983990481348","-0.011488643341929007","-0.05548008801333753"
"-0.011683029803537607","-0.005746232991320564","-0.053658221740681196","-0.010898724085856943","-0.05720862206825248"
"-0.011667892527580112","-0.0038044495731386313","-0.05292312274450026","-0.01050295101257719","-0.058642943262987204"
"-0.011755208325758722","-0.0016712104509574949","-0.05218191725298087","-0.010269417963391246","-0.060338951140640626"
"-0.012034441972982689","8.835860099983803E-4","-0.05155256795726773","-0.010133366650793537","-0.062269045802000184"
"-0.012320802649628315","0.003486205719268142","-0.05101757907254843","-0.009879020763977732","-0.06394650101510412"
"-0.012297192302883066","0.005096277194754274","-0.050271962964098006","-0.009565690091062645","-0.06517402962682213"
"-0.011986606325342793","0.005737691735143149","-0.049329779163671185","-0.00956557431361126","-0.06499931364595979"
"-0.011557710416834415","0.006120715918275213","-0.04801427886125313","-0.009485070856679456","-0.06553143061710827"
"-0.011569301114763238","0.007535319782250453","-0.0477193333509079","-0.009449770185311231","-0.06876888443096688"
"-0.011930054271097846","0.009971422785868586","-0.0478261585445912","-0.010059042627492881","-0.07301564849588241"
"-0.012659945061035575","0.013467227465211047","-0.04869321513474152","-0.010520043288325636","-0.07813680093705458"
"-0.013447350107275852","0.01736904671648287","-0.049559292506140225","-0.010442864088877749","-0.08481831556775508"
"-0.014315556110857452","0.021551832469110303","-0.05034778272568483","-0.010108498889914316","-0.09090856583146006"
"-0.015337634249006415","0.026275073608517278","-0.050755770156825704","-0.010223475730949541","-0.09746462825014472"
"-0.01654601404893116","0.03152544384162478","-0.05119588087938406","-0.010771900400101961","-0.10390334389015739"
"-0.01807422796406686","0.037801850361560474","-0.051366430057863614","-0.011629589252008446","-0.1097956261217529"
"-0.01952740743644506","0.04370483283454885","-0.05091323309961238","-0.012075663002469525","-0.11529477247972313"
"-0.020315384899046624","0.047389691974785944","-0.05007660953483707","-0.011788241839924943","-0.1175062932051451"
"-0.020231819069165425","0.04819172664850239","-0.04865203204822662","-0.011023198407473483","-0.11761991186477123"
"-0.019865808185508805","0.04857607063051878","-0.04805379353381128","-0.011357976119229705","-0.11921191152492541"
"-0.020493056833091786","0.05237959283682883","-0.04839916549230517","-0.012447745393304654","-0.12495177940501336"
"-0.021943314623349933","0.059181824081861394","-0.04932128733318784","-0.014262039383569937","-0.13230538212539336"
